актьор	и	продуцент	0.750000
е	починал	в	0.192308
е	починал	от	0.153846
е	почти	тихо	0.093750
е	почти	без	0.093750
е	правилно	да	0.500000
е	превърнал	в	0.727273
е	преди	всичко	1.000000
е	предимно	ясно	0.666667
е	предмет	на	1.000000
е	председател	на	0.904762
е	представител	на	1.000000
е	през	г	0.433333
е	президент	на	0.833333
е	пречка	за	0.750000
е	при	нас	0.190476
е	пример	за	0.857143
е	принуден	да	1.000000
е	приоритет	на	0.666667
е	причина	за	0.562500
е	причина	да	0.187500
е	причината	за	0.500000
е	причината	да	0.187500
е	приятно	да	0.400000
е	приятно	и	0.300000
е	проблем	за	0.166667
е	проблем	и	0.083333
е	проблем	да	0.083333
е	проблемът	с	0.444444
е	продължаваме	промяната	1.000000
е	процента	от	0.300000
е	процес	който	0.750000
е	пълен	с	0.500000
е	пълна	с	0.272727
е	пълно	с	1.000000
е	първата	жена	0.166667
е	първата	стъпка	0.125000
е	първата	която	0.125000
е	първият	път	0.205882
е	първият	от	0.088235
е	първият	опит	0.088235
е	първият	случай	0.088235
е	пъти	по	1.000000
е	работа	на	0.666667
е	работил	в	0.400000
е	работила	в	0.285714
е	разбрал	за	0.428571
е	развитие	на	0.800000
е	разликата	между	0.857143
е	различна	от	0.428571
е	разочарован	от	1.000000
е	рано	да	0.777778
е	редно	да	0.666667
е	резултат	от	0.812500
е	ремонт	на	1.000000
е	решен	да	0.500000
е	решение	на	0.454545
е	решението	на	0.555556
е	решил	да	0.600000
е	решила	да	0.812500
е	роден	в	0.322581
е	роден	през	0.290323
е	роден	на	0.129032
е	родена	в	0.461538
е	ролята	на	0.714286
е	русия	да	0.428571
е	ръководител	на	1.000000
е	само	за	0.095238
е	само	един	0.087302
е	само	на	0.071429
е	само	една	0.071429
е	само	в	0.055556
е	само	до	0.047619
е	само	началото	0.039683
е	само	част	0.031746
е	само	едно	0.031746
е	само	върхът	0.023810
е	само	с	0.023810
е	само	едната	0.023810
е	само	по	0.023810
е	само	това	0.023810
е	свободен	да	0.444444
е	свързан	с	0.757576
е	свързан	със	0.090909
е	свързана	с	0.871795
е	свързано	с	0.863636
е	свързано	със	0.090909
е	сигнал	за	0.333333
е	сигнал	че	0.333333
е	сигурен	че	0.571429
е	сигурно	че	0.318182
е	символ	на	1.000000
е	син	на	1.000000
е	ситуацията	в	0.454545
е	слаб	от	0.375000
е	след	като	0.250000
е	сложен	и	0.428571
е	служител	на	0.800000
е	случайно	че	0.500000
е	случаят	с	0.500000
е	случаят	в	0.250000
е	случвало	в	0.277778
е	случило	в	0.250000
е	случило	с	0.159091
е	случило	това	0.068182
е	собственик	на	0.727273
е	собственик	и	0.136364
е	собственост	на	0.961538
е	способен	да	1.000000
е	способна	да	1.000000
е	спрял	да	0.500000
е	срам	от	0.250000
е	срам	за	0.250000
е	сред	най	0.450980
е	сред	основните	0.078431
е	сред	те	0.078431
е	сред	първите	0.058824
е	сред	тях	0.058824
е	срещал	с	0.571429
е	станал	на	0.216216
е	станал	около	0.189189
е	станал	в	0.162162
е	станал	по	0.067568
е	станал	малко	0.040541
е	станала	на	0.160000
е	станала	жертва	0.120000
е	станала	в	0.120000
е	станало	в	0.244898
е	станало	след	0.102041
е	станало	с	0.102041
е	станало	на	0.081633
е	стигнал	до	0.500000
е	столицата	на	0.600000
е	страх	от	0.450000
е	страх	да	0.150000
е	съвсем	различна	0.205882
е	съвсем	ясно	0.176471
е	съвсем	друга	0.117647
е	съгласен	с	0.437500
е	съгласен	да	0.250000
е	съдбата	на	0.666667
е	създаването	на	0.888889
е	със	сигурност	0.200000
е	състоянието	на	0.666667
е	същата	като	0.500000
е	също	толкова	0.227273
е	също	че	0.181818
е	също	така	0.136364
е	тази	която	0.133333
е	тайна	че	0.642857
е	така	защото	0.156863
е	така	и	0.137255
е	така	в	0.058824
е	така	за	0.058824
е	такава	каквато	0.500000
е	такъв	че	0.272727
е	там	където	0.250000
е	твърде	рано	0.238095
е	те	да	0.692308
е	тема	която	0.555556
е	то	да	0.294118
е	това	да	0.228571
е	това	което	0.214286
е	това	че	0.100000
е	това	е	0.085714
е	това	начинът	0.042857
е	това	за	0.042857
е	този	който	0.346154
е	този	на	0.115385
е	толкова	важно	0.125000
е	толкова	голям	0.093750
е	толкова	лош	0.078125
е	толкова	голямо	0.062500
е	толкова	голяма	0.062500
е	толкова	трудно	0.062500
е	толкова	просто	0.046875
е	точно	обратното	0.161290
е	точно	така	0.129032
е	точно	като	0.096774
е	трудно	да	0.708333
е	тръгнал	от	0.375000
е	тръгнал	да	0.187500
е	трябва	да	1.000000
е	трябвало	да	0.918367
е	тя	да	0.600000
е	убеден	че	0.857143
е	убедена	че	1.000000
е	ударил	в	0.750000
е	успял	да	0.900000
е	успяла	да	0.913043
е	участие	в	0.750000
е	факт	че	0.217391
е	факт	от	0.130435
е	фактът	че	1.000000
е	фен	на	1.000000
е	форма	на	0.750000
е	хората	да	0.625000
е	хубаво	да	0.592593
е	цената	на	0.437500
е	цената	която	0.250000
е	чак	толкова	0.555556
е	част	от	0.976879
е	че	в	0.050736
е	че	не	0.039280
е	че	това	0.037643
е	че	те	0.027823
е	че	е	0.026187
е	че	се	0.024550
е	че	и	0.022913
е	че	няма	0.022913
е	че	ако	0.021277
е	че	са	0.021277
е	че	има	0.019640
е	че	на	0.019640
е	че	за	0.018003
е	че	когато	0.018003
е	че	ще	0.016367
е	че	трябва	0.013093
е	че	през	0.013093
е	че	хората	0.011457
е	че	след	0.011457
е	че	при	0.011457
е	че	тя	0.011457
е	че	този	0.011457
е	че	той	0.009820
е	че	ние	0.009820
е	че	все	0.009820
е	че	по	0.009820
е	че	преди	0.009820
е	че	цената	0.008183
е	че	много	0.008183
е	че	само	0.008183
е	чест	да	0.857143
е	член	на	1.000000
е	човек	който	0.444444
е	човек	да	0.166667
е	човекът	който	0.750000
е	чудесно	място	0.500000
е	шеф	на	0.714286
е	ясен	и	0.500000
е	ясна	причината	0.250000
е	ясно	че	0.292994
е	ясно	дали	0.121019
е	ясно	какво	0.070064
е	ясно	как	0.057325
е	ясно	колко	0.044586
е	ясно	кога	0.044586
е	ясно	но	0.038217
е	ясно	каква	0.025478
е	ясно	какви	0.025478
е	ясно	и	0.025478
е	ясно	защо	0.019108
е	ясно	в	0.019108
е	ясно	къде	0.019108
е	ясно	обаче	0.019108
е	ясно	за	0.019108
еди	кой	си	1.000000
единствената	причина	за	0.600000
единствената	страна	която	0.600000
единствената	цел	да	0.600000
единственият	начин	да	0.533333
единственият	начин	за	0.200000
единственото	което	е	0.200000
единственото	което	не	0.120000
