آ	اس	رم	1.000000
از	آنها	خواسته	0.014815
از	آنها	با	0.012346
از	آنها	حمایت	0.012346
از	آنها	تشکر	0.012346
از	آنها	خواست	0.009877
از	آنها	حتی	0.009877
از	آنها	شد	0.009877
از	آنها	و	0.009877
از	آنها	فاصله	0.007407
از	آنها	این	0.007407
از	آنها	باید	0.007407
از	آنها	دیگر	0.007407
از	آنها	هنوز	0.007407
از	آنها	خواستم	0.007407
از	آنها	ابراز	0.007407
از	آنها	بر	0.007407
از	آنها	درخواست	0.007407
از	آنها	همان	0.007407
از	آنها	بهره	0.007407
از	آنها	زیر	0.007407
از	آنها	است	0.007407
از	آنچه	که	0.263158
از	آنچه	در	0.236842
از	آهن	و	0.428571
از	ابتدا	در	0.187500
از	ابتدا	تا	0.125000
از	ابتدا	به	0.093750
از	اتفاقات	و	0.210526
از	اتمام	مهلت	0.148148
از	اتمام	قرارداد	0.111111
از	احتمال	وقوع	0.307692
از	اختلاف	بین	0.571429
از	اداره	کل	0.800000
از	ادامه	آن	0.200000
از	ادامه	حضور	0.200000
از	ارائه	خدمات	0.428571
از	اروپا	به	0.333333
از	ازدواج	با	0.227273
از	ازدواج	باید	0.136364
از	اساس	غلط	0.300000
از	است	که	0.750000
از	استراحت	در	1.000000
از	استفاده	از	0.777778
از	اصلی	ترین	0.857143
از	اصول	قانون	0.250000
از	اضافه	شدن	0.500000
از	اطلاع	از	0.750000
از	اطمینان	از	0.750000
از	اعزام	به	0.384615
از	اعزام	تیم	0.230769
از	اعضای	این	0.119048
از	اعضای	خانواده	0.071429
از	اعضای	حزب	0.071429
از	اعضای	گروه	0.059524
از	اعضای	ارشد	0.047619
از	اعضای	جبهه	0.047619
از	اعضای	تیم	0.047619
از	اعضای	آن	0.035714
از	اعضای	یک	0.035714
از	اعلام	این	0.178571
از	اعلام	جرم	0.107143
از	افراد	به	0.132743
از	افراد	با	0.079646
از	افراد	در	0.061947
از	افراد	برای	0.053097
از	افراد	را	0.044248
از	افراد	از	0.035398
از	افراد	این	0.035398
از	افراد	مبتلا	0.035398
از	افراد	تا	0.026549
از	افراد	تصور	0.026549
از	افرادی	که	0.829268
از	افرادی	است	0.073171
از	افزایش	تولید	0.093023
از	افزایش	تعداد	0.093023
از	افزایش	قیمت	0.069767
از	افغانستان	به	0.250000
از	اقتصاد	جهانی	0.266667
از	اقدام	به	0.400000
از	اقدامات	انجام	0.113636
از	اقدامات	مهم	0.090909
از	اقدامات	و	0.068182
از	اقدامات	صورت	0.068182
از	اقدامات	خود	0.068182
از	امروز	تا	0.320000
از	امروز	در	0.100000
از	امروز	به	0.060000
از	امروز	سه	0.060000
از	امروز	با	0.060000
از	امشب	تا	0.500000
از	امنیت	و	0.176471
از	امنیت	روانی	0.176471
از	اموال	خود	0.375000
از	انتخاب	به	0.230769
از	انتخابات	مجلس	0.160000
از	انتظار	نیست	0.485714
از	انتظار	نخواهد	0.142857
از	انتظار	بود	0.114286
از	انتظار	است	0.085714
از	انتقال	به	0.526316
از	انجام	اقدامات	0.212766
از	انجام	هر	0.106383
از	انجام	تحقیقات	0.106383
از	انجام	این	0.085106
از	انجام	مراحل	0.085106
از	انجام	بیش	0.063830
از	انفجار	بزرگ	0.300000
از	انقلاب	و	0.096386
از	انقلاب	با	0.072289
از	انقلاب	را	0.072289
از	انقلاب	از	0.060241
از	انقلاب	در	0.060241
از	انقلاب	هم	0.048193
از	انقلاب	تا	0.036145
از	انقلاب	بود	0.036145
از	انواع	و	0.136364
از	انواع	مختلف	0.136364
از	اهداف	این	0.129032
از	اهداف	اصلی	0.129032
از	اهداف	مهم	0.129032
از	اهداف	و	0.096774
از	اهمیت	بسیار	0.259259
از	اهمیت	زیادی	0.148148
از	او	در	0.084416
از	او	به	0.077922
از	او	حمایت	0.058442
از	او	استفاده	0.032468
از	او	خواسته	0.032468
از	او	و	0.025974
از	او	تشکر	0.025974
از	او	برای	0.025974
از	او	خواست	0.019481
از	او	درباره	0.019481
از	او	خواستم	0.019481
از	او	با	0.019481
از	او	را	0.019481
از	او	جدا	0.019481
از	اواخر	وقت	0.333333
از	اواخر	روز	0.266667
از	اواخر	سال	0.200000
از	اول	هم	0.128205
از	اول	مهر	0.128205
از	اول	فصل	0.102564
از	اول	ماه	0.102564
از	اول	انقلاب	0.102564
از	اولین	روز	0.142857
از	ایالات	متحده	1.000000
از	این	رو	0.070819
از	این	تعداد	0.038674
از	این	طریق	0.023606
از	این	در	0.019588
از	این	دست	0.019086
از	این	تیم	0.018081
از	این	موضوع	0.018081
از	این	دو	0.015570
از	این	افراد	0.015068
از	این	جهت	0.014566
از	این	هم	0.013059
از	این	اتفاق	0.012557
از	این	به	0.011552
از	این	است	0.011552
از	این	پس	0.011050
از	این	فرصت	0.010547
از	این	نظر	0.010045
از	این	موارد	0.009543
از	این	کشور	0.009041
از	این	کار	0.008538
از	این	که	0.008538
از	این	طرح	0.008538
از	این	قرار	0.008538
از	این	نوع	0.008036
از	این	مجموعه	0.008036
از	این	بابت	0.007032
از	این	باشگاه	0.007032
از	این	حادثه	0.007032
از	این	منطقه	0.006529
از	این	ماجرا	0.006529
از	اینجا	به	0.230769
از	اینکه	در	0.111765
از	اینکه	به	0.070588
از	اینکه	این	0.064706
از	اینکه	با	0.029412
از	اینکه	یک	0.017647
از	اینکه	ما	0.017647
از	اینکه	از	0.017647
از	اینکه	وارد	0.017647
از	بارش	برف	0.500000
از	باز	شدن	0.666667
از	بازگشت	از	0.269231
از	بازگشت	به	0.230769
از	بازی	با	0.276596
از	بازی	های	0.095745
از	بازی	در	0.053191
از	بازی	اول	0.031915
از	بازی	به	0.031915
از	بازی	گفت	0.031915
از	بالا	به	0.300000
از	بالای	دروازه	0.421053
از	بانک	مرکزی	0.411765
از	بانک	ها	0.176471
از	بحث	و	0.428571
از	بحران	و	0.285714
از	بخش	خصوصی	0.366667
از	بخش	های	0.300000
از	بدن	خارج	0.125000
از	بدن	در	0.093750
از	بدن	خود	0.093750
از	بدو	تولد	0.428571
از	برخورد	با	0.285714
از	بررسی	مدارک	0.178571
از	بررسی	و	0.107143
از	برنامه	های	0.325000
از	برنامه	ریزی	0.100000
از	بروز	مشکلات	0.166667
از	بروز	هرگونه	0.166667
از	بزرگ	ترین	1.000000
از	بزرگترین	و	0.190476
از	بزرگترین	مشکلات	0.142857
از	بسته	شدن	0.600000
از	بسیاری	از	0.875000
از	بعد	از	0.857143
از	بعدازظهر	امروز	0.500000
از	به	میلیون	0.104167
از	به	درصد	0.104167
از	به	دست	0.062500
از	به	شهر	0.062500
از	به	هزار	0.062500
از	بهترین	و	0.187500
از	بیست	سال	0.375000
از	بیش	از	0.916667
از	بیمارستان	مرخص	0.363636
از	بیماری	خود	0.266667
از	بین	بردن	0.201005
از	بین	رفتن	0.150754
از	بین	رفته	0.140704
از	بین	می	0.070352
از	بین	رفت	0.055276
از	بین	برد	0.050251
از	بین	خواهد	0.040201
از	بین	ببریم	0.040201
از	بین	برده	0.035176
از	بین	این	0.025126
از	بین	ببرید	0.015075
از	بین	رفتند	0.015075
از	بین	نرفته	0.015075
از	تا	درصد	0.125000
از	تا	هزار	0.125000
از	تا	میلیون	0.083333
از	تاریخ	تا	0.236842
از	تحقیقات	و	0.250000
از	تخم	مرغ	0.750000
از	ترس	اینکه	0.200000
از	تشکیل	پرونده	0.596154
از	تشکیل	یک	0.076923
از	تشکیل	جلسه	0.057692
از	تصمیم	خود	0.416667
از	تصمیم	دولت	0.250000
از	تلاش	برای	0.195122
از	تلاش	و	0.146341
از	تلاش	های	0.146341
از	تلاش	ها	0.073171
از	تلف	شدن	1.000000
از	تلفن	همراه	0.833333
از	تلویزیون	پخش	0.310345
از	تلویزیون	به	0.137931
از	تمام	توان	0.125000
از	تمام	شدن	0.125000
از	تمیز	کردن	1.000000
از	ته	دل	1.000000
از	توافق	با	0.344828
از	توانایی	و	0.300000
از	تولید	و	0.212766
از	تولید	داخل	0.106383
از	تولید	تا	0.063830
از	تولید	نفت	0.063830
از	تولید	داخلی	0.063830
از	توهین	به	1.000000
از	تکنولوژی	های	0.300000
از	تیم	ملی	0.438596
از	تیم	های	0.070175
از	تیم	فوتبال	0.052632
از	تیم	کنار	0.052632
از	ثبت	نام	0.307692
از	جا	بلند	0.428571
از	جاذبه	های	1.000000
از	جام	جهانی	1.000000
از	جامعه	جهانی	0.171429
از	جامعه	دور	0.085714
از	جان	و	0.416667
از	جایی	به	0.416667
از	جشن	تولد	1.000000
از	جمعیت	جهان	0.230769
از	جمعیت	کشور	0.115385
از	جمله	این	0.070248
از	جمله	در	0.051653
از	جمله	اینکه	0.028926
از	جمله	آنها	0.024793
از	جمله	کودک	0.018595
از	جمله	آثار	0.014463
از	جمله	کارهای	0.012397
از	جمله	اقدامات	0.012397
از	جمله	با	0.012397
از	جمله	از	0.010331
از	جمله	یک	0.010331
از	جمله	اهداف	0.010331
از	جمله	به	0.008264
از	جمله	نفت	0.008264
از	جمله	وزارت	0.008264
از	جمله	موارد	0.008264
از	جمله	برنامه	0.008264
از	جمله	ایالات	0.008264
از	جمله	استفاده	0.006198
از	جمله	دو	0.006198
از	جمله	جمهوری	0.006198
از	جمله	آن	0.006198
از	جمله	دیگر	0.006198
از	جمله	بیش	0.006198
از	جمله	برخی	0.006198
از	جمله	شهر	0.006198
از	جمله	کیف	0.006198
از	جمله	کودکان	0.006198
از	جمله	مسئله	0.006198
از	جمله	شرکت	0.006198
از	جنایت	به	0.384615
از	جنس	مردم	0.173913
از	جنوب	به	0.375000
از	جنگ	جهانی	0.229508
از	جنگ	در	0.098361
از	جنگ	به	0.065574
از	جنگ	دوم	0.049180
از	جو	زمین	0.800000
از	جوش	شیرین	0.750000
از	حال	و	0.777778
از	حد	معمول	0.095745
از	حد	به	0.085106
از	حد	و	0.063830
از	حد	انتظار	0.063830
از	حد	در	0.053191
از	حد	لازم	0.042553
از	حد	از	0.031915
از	حدود	سال	0.153846
از	حدود	دو	0.128205
از	حدود	سه	0.076923
از	حدود	دقیقه	0.076923
از	حرکت	به	0.250000
از	حضور	در	0.500000
از	حضور	روی	0.041667
از	حضور	مردم	0.041667
از	حضور	و	0.031250
از	حق	و	0.263158
از	حقوق	بشر	0.238095
از	حقوق	مردم	0.166667
از	حقوق	خود	0.095238
از	حل	مشکل	0.375000
از	حمایت	های	0.187500
از	حمل	و	0.750000
از	حملات	هوایی	0.272727
از	حمله	به	0.205882
از	حوادث	و	0.300000
از	خارج	کشور	0.266667
از	خارج	از	0.200000
از	خارج	وارد	0.200000
از	خام	فروشی	1.000000
از	خانه	بیرون	0.160714
از	خانه	خارج	0.107143
از	خانه	و	0.107143
از	خانه	های	0.053571
از	خانه	را	0.053571
از	خانه	به	0.053571
از	خانواده	و	0.307692
از	خانواده	خود	0.076923
از	خاک	کشور	0.173913
از	خاک	افغانستان	0.173913
از	خاک	خود	0.130435
از	خدمات	این	0.129032
از	خدمات	بیمه	0.096774
از	خروج	از	0.333333
از	خرید	از	0.105263
از	خرید	آن	0.105263
از	خرید	و	0.105263
از	خط	تولید	0.166667
از	خواب	بیدار	0.454545
از	خود	نشان	0.229730
از	خود	به	0.128378
از	خود	در	0.081081
از	خود	را	0.047297
از	خود	دفاع	0.047297
از	خود	و	0.047297
از	خود	بروز	0.033784
از	خود	استفاده	0.027027
از	خود	با	0.020270
از	خود	بر	0.020270
از	خودش	در	0.172414
از	خودش	دفاع	0.137931
از	خودش	منتشر	0.103448
از	خیابان	های	0.272727
از	خیلی	از	0.750000
از	دانش	و	0.375000
از	دانشگاه	ها	0.120000
از	دانشگاه	آزاد	0.120000
از	دخالت	در	0.600000
از	درصد	از	0.156863
از	درصد	در	0.078431
از	درصد	افزایش	0.068627
از	درصد	رشد	0.049020
از	درصد	جمعیت	0.039216
از	درصد	رسیده	0.039216
از	درصد	بوده	0.039216
از	درصد	کاهش	0.029412
از	درصد	به	0.029412
از	درصد	آنها	0.029412
از	دریا	و	0.428571
از	دریافت	این	0.212121
از	دریافت	وام	0.090909
از	دریافت	خدمات	0.090909
از	دست	داد	0.224057
از	دست	داده	0.174528
از	دست	دادن	0.127358
از	دست	دادند	0.125000
از	دست	رفته	0.040094
از	دست	رفتن	0.040094
از	دست	دادیم	0.030660
از	دست	رفت	0.025943
از	دست	خواهد	0.023585
از	دست	نداده	0.018868
از	دست	دادم	0.018868
از	دست	خواهند	0.011792
از	دست	نمی	0.007075
از	دست	می	0.007075
از	دست	این	0.007075
از	دست	او	0.007075
از	دست	آنها	0.007075
از	دست	خواهیم	0.007075
از	دسترس	خارج	0.545455
از	دسترسی	به	0.750000
از	دستور	کار	0.714286
از	دستگاه	های	0.357143
از	دعوت	به	0.428571
از	دفاع	از	0.363636
از	دقیقه	با	0.181818
از	دل	این	0.190476
از	دل	خاک	0.142857
از	دل	آن	0.142857
از	دنیا	رفت	0.540541
از	دنیا	رفته	0.135135
از	دنیای	فوتبال	0.500000
از	ده	سال	0.333333
از	دو	سال	0.181818
از	دو	هفته	0.058442
از	دو	برابر	0.045455
از	دو	میلیون	0.045455
از	دو	ماه	0.045455
از	دو	دهه	0.045455
از	دو	تیم	0.045455
از	دو	طرف	0.038961
از	دو	هزار	0.038961
از	دو	روز	0.032468
از	دو	جهت	0.019481
از	دو	بخش	0.019481
از	دو	مسیر	0.019481
از	دور	رقابت	0.125000
از	دوربین	های	0.571429
از	دوستان	و	0.107143
از	دولت	و	0.188679
از	دولت	آمریکا	0.075472
از	دولت	عراق	0.075472
از	دولت	این	0.056604
از	دی	ماه	0.555556
از	دیدن	این	0.266667
از	دیروز	تا	0.500000
از	دیروز	در	0.187500
از	دین	و	0.272727
از	دیگر	اقدامات	0.157895
از	دیگر	اهداف	0.078947
از	دیگر	موارد	0.078947
از	دیگر	خدمات	0.065789
از	دیگر	برنامه	0.065789
از	دیگر	سو	0.039474
از	دیگر	آثار	0.039474
از	دیگر	سوابق	0.039474
از	دیگر	محصولات	0.039474
از	دیگر	توصیه	0.039474
از	دیگری	از	0.300000
از	دیگری	به	0.300000
از	ذهن	نیست	0.300000
از	رئیس	جمهور	0.473684
از	راه	دور	0.410714
از	راه	حل	0.107143
از	راه	رسید	0.071429
از	راه	های	0.053571
از	رسانه	های	0.529412
از	رسیدن	به	0.742857
از	رشته	قبلی	0.600000
از	رفتن	به	0.636364
از	رقابت	های	0.400000
از	رنگ	های	0.363636
از	رهبر	انقلاب	1.000000
از	رهبران	جنبش	0.200000
از	روابط	عمومی	0.861111
از	روز	گذشته	0.124183
از	روز	دوشنبه	0.124183
از	روز	اول	0.091503
از	روز	شنبه	0.091503
از	روز	پنجشنبه	0.071895
از	روز	جمعه	0.065359
از	روز	چهارشنبه	0.045752
از	روز	سه	0.039216
از	روز	از	0.032680
از	روز	نخست	0.026144
از	روز	به	0.026144
از	روز	دوم	0.026144
از	روزنامه	سان	0.545455
از	روزی	که	0.818182
از	روسیه	را	0.122449
از	روسیه	در	0.102041
از	روسیه	شد	0.081633
از	روسیه	و	0.061224
از	روش	های	0.272727
از	روی	نقطه	0.139535
از	روی	زمین	0.116279
از	روی	کار	0.081395
از	روی	میز	0.034884
از	روی	آن	0.034884
از	روی	دوش	0.034884
از	روی	باند	0.034884
از	روی	این	0.034884
از	زباله	و	0.500000
از	زخمی	شدن	0.600000
از	زمان	آغاز	0.180451
از	زمان	شروع	0.090226
از	زمان	روی	0.060150
از	زمان	جنگ	0.060150
از	زمان	پایان	0.022556
از	زمان	تشکیل	0.022556
